siteReportId;conversationId;questionnaireId;dateReceived;dateReceivedDisplay;clientId;locationId;clientName;questionAnswer1;questionAnswer2;questionAnswer3;questionAnswer4;nPSQuestionAnswer;feedbackQuestionAnswer;submitForReward;madeOrIntentToMakePurchase;RegionID;Industry
56961;75868;36;2023-01-26 14:35:00.7766667 -05:00;2023/01/26 14:35;156;267;Client 3;10;2;2;8;8;Keep Phillip at the register, he was so nice and helpful. He was very polite.;VERDADERO;1;5;5
56960;75867;24;2023-01-26 14:25:28.0866667 -05:00;2023/01/26 14:25;156;283;Client 3;7;8;7;6;8;Neutral ;VERDADERO;1;3;5
56959;75865;39;2023-01-26 14:19:08.1233333 -05:00;2023/01/26 14:19;567;1167;Client 7;10;10;10;10;10;Neutral ;VERDADERO;1;14;5
56958;75864;30;2023-01-26 13:05:08.2966667 -06:00;2023/01/26 13:05;575;359;Client 5;10;10;10;10;10;Yadira me dio excellent service;VERDADERO;0;9;5
57182;76212;36;2023-01-26 14:00:00.0000000 -05:00;2023/01/26 14:00;156;282;Client 3;5;2;2;8;10;Neutral ;VERDADERO;1;3;5
57033;75968;36;2023-01-26 14:00:00.0000000 -05:00;2023/01/26 14:00;156;257;Client 3;7;2;2;8;8;Some of the pricing is a bit high. Wish they would arrange the pictures where you could look thru them. It cracks and messes them up stacked on top of each other. One of the clients I recently visited stored them on shelves like books . It made it so easy to look thru them.;VERDADERO;1;5;5
56957;75863;36;2023-01-26 13:58:37.9100000 -05:00;2023/01/26 13:58;156;80;Client 3;7;2;2;8;10;Neutral ;VERDADERO;1;3;5
56956;75861;36;2023-01-26 13:44:23.1666667 -05:00;2023/01/26 13:44;156;281;Client 3;10;2;1;8;10;Possibly a customer rewards program for donation I suggest with acceptable donations an example of a 10%discount be given on that days purchase to motivate more donations.;VERDADERO;1;3;5
56955;75860;36;2023-01-26 12:42:28.6933333 -06:00;2023/01/26 12:42;156;67;Client 3;1;2;3;8;10;Neutral ;VERDADERO;1;4;5
56954;75859;36;2023-01-26 13:26:44.1600000 -05:00;2023/01/26 13:26;156;70;Client 3;8;2;2;6;8;Neutral ;VERDADERO;1;5;5
56951;75855;24;2023-01-26 13:13:36.2033333 -05:00;2023/01/26 13:13;156;76;Client 3;10;10;8;10;10;Norman was the attendant who helped me.  He is always friendly.;VERDADERO;0;6;5
56950;75854;30;2023-01-26 12:11:51.5600000 -06:00;2023/01/26 12:11;575;341;Client 5;10;9;15;11;9;Neutral ;VERDADERO;1;9;5
56949;75853;36;2023-01-26 13:11:27.5733333 -05:00;2023/01/26 13:11;156;262;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;5;5
56948;75852;30;2023-01-26 12:08:59.5333333 -06:00;2023/01/26 12:08;575;343;Client 5;10;10;10;10;9;Neutral ;VERDADERO;1;8;5
56947;75851;30;2023-01-26 12:07:28.4166667 -06:00;2023/01/26 12:07;575;346;Client 5;10;10;10;10;10;Employees are friendly, respectful, helpful;VERDADERO;1;8;5
56946;75850;36;2023-01-26 13:05:55.5333333 -05:00;2023/01/26 13:05;156;257;Client 3;4;1;3;9;8;Neutral ;VERDADERO;1;5;5
57042;75987;24;2023-01-26 12:00:00.0000000 -06:00;2023/01/26 12:00;156;251;Client 3;10;10;10;10;10;Neutral ;VERDADERO;0;4;5
57021;75955;39;2023-01-26 13:00:00.0000000 -05:00;2023/01/26 13:00;567;1131;Client 7;7;7;7;7;7;Neutral ;VERDADERO;1;13;5
57178;76205;30;2023-01-26 12:00:00.0000000 -06:00;2023/01/26 12:00;575;360;Client 5;8;7;7;7;9;Neutral ;VERDADERO;1;8;5
56945;75849;24;2023-01-26 11:52:38.8900000 -06:00;2023/01/26 11:52;156;255;Client 3;10;10;10;10;7;Okay;VERDADERO;1;4;5
56944;75848;36;2023-01-26 12:49:51.1366667 -05:00;2023/01/26 12:49;156;71;Client 3;9;2;1;2;4;Neutral ;VERDADERO;1;5;5
56943;75847;24;2023-01-26 12:42:58.9700000 -05:00;2023/01/26 12:42;156;70;Client 3;10;10;1;10;10;Neutral ;VERDADERO;1;5;5
56941;75843;36;2023-01-26 12:36:28.5966667 -05:00;2023/01/26 12:36;156;288;Client 3;10;3;3;10;10;Neutral ;VERDADERO;1;3;5
56939;75841;24;2023-01-26 11:06:08.1666667 -06:00;2023/01/26 11:06;156;251;Client 3;10;10;10;10;10;Neutral ;VERDADERO;0;4;5
56937;75839;36;2023-01-26 12:01:19.0066667 -05:00;2023/01/26 12:01;156;278;Client 3;10;3;2;10;10;Neutral ;VERDADERO;1;6;5
57026;75960;30;2023-01-26 11:00:00.0000000 -06:00;2023/01/26 11:00;575;344;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;8;5
56936;75838;39;2023-01-26 11:47:31.5866667 -05:00;2023/01/26 11:47;567;1167;Client 7;10;8;9;9;10;Neutral ;VERDADERO;1;14;5
56935;75837;41;2023-01-26 11:45:45.6966667 -05:00;2023/01/26 11:45;579;1197;Client 9;10;9;10;10;10;Dani Gonzalez is the best employment program manager at client Job Services that I have ever had.;VERDADERO;1;19;5
56934;75836;24;2023-01-26 10:38:37.4433333 -06:00;2023/01/26 10:38;156;65;Client 3;8;8;8;8;8;Neutral ;VERDADERO;1;4;5
56933;75835;36;2023-01-26 11:38:04.8033333 -05:00;2023/01/26 11:38;156;285;Client 3;10;2;1;4;4;Neutral ;VERDADERO;1;3;5
56932;75833;36;2023-01-26 10:34:27.6600000 -06:00;2023/01/26 10:34;156;65;Client 3;9;2;2;9;5;Neutral ;VERDADERO;1;4;5
56931;75832;40;2023-01-26 11:32:09.8000000 -05:00;2023/01/26 11:32;567;1142;Client 7;8;10;10;10;10;Very nice staff, courteous and kind;VERDADERO;0;13;5
56930;75831;30;2023-01-26 10:29:46.2733333 -06:00;2023/01/26 10:29;575;342;Client 5;10;10;10;10;10;Susan haass is an amazing employee so kind and has excellent customer service skills.;VERDADERO;1;8;5
56928;75829;36;2023-01-26 11:13:17.4700000 -05:00;2023/01/26 11:13;156;281;Client 3;1;2;3;8;8;Neutral ;FALSO;1;3;5
56927;75828;30;2023-01-26 10:09:20.7966667 -06:00;2023/01/26 10:09;575;359;Client 5;4;4;4;4;3;Need smiling friendly service;VERDADERO;1;9;5
56926;75827;36;2023-01-26 09:52:17.0666667 -06:00;2023/01/26 09:52;156;65;Client 3;10;3;3;10;10;Neutral ;VERDADERO;1;4;5
56925;75824;24;2023-01-26 10:41:02.5866667 -05:00;2023/01/26 10:41;156;256;Client 3;8;10;5;10;10;Neutral ;VERDADERO;0;6;5
56924;75823;24;2023-01-26 10:37:37.7133333 -05:00;2023/01/26 10:37;156;265;Client 3;8;10;10;10;10;Neutral ;VERDADERO;0;5;5
56923;75822;36;2023-01-26 10:35:13.4766667 -05:00;2023/01/26 10:35;156;262;Client 3;9;2;3;5;7;Check expiration dates. Lower prices. ...$3 for expired spray -_-;VERDADERO;1;5;5
56922;75820;36;2023-01-26 09:32:32.9833333 -06:00;2023/01/26 09:32;156;65;Client 3;8;2;3;8;8;Neutral ;FALSO;1;4;5
56921;75818;39;2023-01-26 10:28:23.0533333 -05:00;2023/01/26 10:28;567;1131;Client 7;9;9;10;9;9;The employees are very nice and helpful.;VERDADERO;1;13;5
56920;75817;39;2023-01-26 10:25:44.3233333 -05:00;2023/01/26 10:25;567;1132;Client 7;7;8;7;3;5;Store associate Melvin was very helpful;VERDADERO;1;13;5
57045;75993;24;2023-01-26 10:00:00.0000000 -05:00;2023/01/26 10:00;156;80;Client 3;5;5;3;6;5;Okay;VERDADERO;1;3;5
57043;75988;24;2023-01-26 09:00:00.0000000 -06:00;2023/01/26 09:00;156;251;Client 3;8;9;9;9;9;Neutral ;VERDADERO;1;4;5
56918;75815;36;2023-01-26 09:46:45.7933333 -05:00;2023/01/26 09:46;156;293;Client 3;5;2;2;8;8;Neutral ;VERDADERO;1;6;5
56917;75814;39;2023-01-26 09:43:57.2866667 -05:00;2023/01/26 09:43;567;1158;Client 7;9;9;8;9;10;The staff is awesome;VERDADERO;1;17;5
56916;75813;36;2023-01-26 09:38:33.9533333 -05:00;2023/01/26 09:38;156;294;Client 3;8;2;3;8;8;Neutral ;VERDADERO;1;5;5
57031;75966;39;2023-01-26 09:00:00.0000000 -05:00;2023/01/26 09:00;567;1150;Client 7;8;7;6;6;8;When things are put on sale... they need to let everyone know about it.. and not put it on there Facebook page... cause everyone don't have Facebook... I didn't think they could put it on Facebook on there page.. it's not fair to everyone..;VERDADERO;1;14;5
56901;75788;36;2023-01-25 21:54:46.1000000 -06:00;2023/01/25 21:54;156;254;Client 3;10;2;3;8;8;Neutral ;VERDADERO;0;4;5
56899;75786;36;2023-01-25 21:52:45.2166667 -06:00;2023/01/25 21:52;156;67;Client 3;10;2;3;8;8;Neutral ;VERDADERO;1;4;5
56896;75782;36;2023-01-25 21:21:03.2966667 -06:00;2023/01/25 21:21;156;253;Client 3;8;2;3;7;8;Neutral ;VERDADERO;1;4;5
56895;75781;36;2023-01-25 21:12:32.9733333 -06:00;2023/01/25 21:12;156;251;Client 3;8;2;3;9;10;Neutral ;VERDADERO;1;4;5
56893;75778;36;2023-01-25 21:36:13.6033333 -05:00;2023/01/25 21:36;156;285;Client 3;7;2;1;10;8;Neutral ;VERDADERO;1;3;5
56891;75776;36;2023-01-25 20:23:22.8766667 -06:00;2023/01/25 20:23;156;67;Client 3;6;2;3;8;8;Neutral ;VERDADERO;1;4;5
56886;75770;62;2023-01-25 20:04:56.7900000 -06:00;2023/01/25 20:04;595;1363;Client 11;10;10;6;8;8;Staff should be overly informative on wait times, expectations, instructions for activities.;VERDADERO;1;21;4
56885;75769;24;2023-01-25 21:03:58.8966667 -05:00;2023/01/25 21:03;156;268;Client 3;10;10;10;10;10;Amazing experience with all client members. Thank you;VERDADERO;1;4;5
57165;76185;30;2023-01-25 20:00:00.0000000 -06:00;2023/01/25 20:00;575;356;Client 5;10;9;9;9;10;Neutral ;VERDADERO;1;10;5
56884;75768;24;2023-01-25 19:49:53.6766667 -06:00;2023/01/25 19:49;156;67;Client 3;10;10;9;10;9;Neutral ;VERDADERO;0;4;5
56883;75767;24;2023-01-25 20:47:54.6933333 -05:00;2023/01/25 20:47;156;257;Client 3;10;10;8;10;10;Neutral ;FALSO;0;5;5
56882;75764;39;2023-01-25 20:39:09.6433333 -05:00;2023/01/25 20:39;567;1135;Client 7;9;5;7;9;10;Neutral ;VERDADERO;1;13;5
56881;75763;36;2023-01-25 20:20:25.5200000 -05:00;2023/01/25 20:20;156;75;Client 3;10;2;1;6;10;Neutral ;VERDADERO;1;4;5
56880;75760;30;2023-01-25 19:10:28.3766667 -06:00;2023/01/25 19:10;575;360;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;8;5
56879;75759;24;2023-01-25 20:00:35.3566667 -05:00;2023/01/25 20:00;156;81;Client 3;8;8;8;8;8;Neutral ;FALSO;0;3;5
56906;75795;36;2023-01-25 20:00:00.0000000 -05:00;2023/01/25 20:00;156;267;Client 3;5;2;3;10;10;Neutral ;VERDADERO;1;5;5
57176;76202;39;2023-01-25 20:00:00.0000000 -05:00;2023/01/25 20:00;567;1148;Client 7;10;6;9;10;10;Jessica, cashier, was very friendly!!;FALSO;1;13;5
56889;75773;39;2023-01-25 20:00:00.0000000 -05:00;2023/01/25 20:00;567;1140;Client 7;10;7;6;10;10;The floor staff are wonderful;VERDADERO;1;16;5
56878;75758;36;2023-01-25 19:49:36.2366667 -05:00;2023/01/25 19:49;156;76;Client 3;5;2;2;10;10;Wonderful service and the cashier Allie was very polite and friendly.;VERDADERO;1;6;5
56877;75757;30;2023-01-25 18:45:35.3966667 -06:00;2023/01/25 18:45;575;351;Client 5;10;8;10;9;10;Neutral ;VERDADERO;1;10;5
56876;75756;30;2023-01-25 18:28:27.2666667 -06:00;2023/01/25 18:28;575;351;Client 5;9;9;9;9;9;Neutral ;VERDADERO;1;10;5
56875;75755;39;2023-01-25 19:13:45.0233333 -05:00;2023/01/25 19:13;567;1132;Client 7;10;10;10;10;10;Tim provided a great shopping experience and was very kind.;FALSO;1;13;5
56874;75754;36;2023-01-25 18:07:01.0800000 -06:00;2023/01/25 18:07;156;67;Client 3;9;1;2;10;9;Make your signs more noticeable so the customers can see what section they are in. Other than that this location and store is wonderful and I always enjoy my experience here!;VERDADERO;1;4;5
56873;75753;36;2023-01-25 18:57:41.2400000 -05:00;2023/01/25 18:57;156;279;Client 3;10;2;3;10;10;Ensure items in glass casing are visible and price tags are visible.;FALSO;1;3;5
56872;75752;63;2023-01-25 17:57:25.9466667 -06:00;2023/01/25 17:57;598;1366;Client 14;10;10;10;8;9;Keep Tyler and Sam together on Wednesdays;FALSO;1;25;7
56871;75748;39;2023-01-25 18:46:27.2333333 -05:00;2023/01/25 18:46;567;1154;Client 7;8;9;9;7;8;Neutral ;FALSO;1;17;5
56870;75747;36;2023-01-25 18:45:41.8666667 -05:00;2023/01/25 18:45;156;267;Client 3;8;2;1;3;9;Laverne was a joy;VERDADERO;1;5;5
56869;75745;36;2023-01-25 18:27:05.6166667 -05:00;2023/01/25 18:27;156;281;Client 3;9;1;3;7;8;Neutral ;FALSO;1;3;5
56867;75742;30;2023-01-25 17:14:05.6866667 -06:00;2023/01/25 17:14;575;341;Client 5;10;10;10;10;10;Kira was extremely pleasant and helpful;VERDADERO;1;9;5
56866;75741;30;2023-01-25 17:07:37.3233333 -06:00;2023/01/25 17:07;575;348;Client 5;10;9;9;9;9;Good prices and quality;VERDADERO;1;8;5
56865;75740;30;2023-01-25 17:05:54.3533333 -06:00;2023/01/25 17:05;575;351;Client 5;10;8;8;9;8;Neutral ;VERDADERO;1;10;5
56903;75791;30;2023-01-25 17:00:00.0000000 -06:00;2023/01/25 17:00;575;352;Client 5;8;8;8;8;8;Neutral ;VERDADERO;1;9;5
56864;75738;36;2023-01-25 16:56:14.0033333 -06:00;2023/01/25 16:56;156;251;Client 3;7;1;2;7;6;Neutral ;VERDADERO;1;4;5
56863;75737;36;2023-01-25 17:49:13.0266667 -05:00;2023/01/25 17:49;156;83;Client 3;9;1;3;7;8;Neutral ;VERDADERO;1;6;5
56862;75734;36;2023-01-25 16:42:43.6600000 -06:00;2023/01/25 16:42;156;251;Client 3;9;1;3;10;10;Neutral ;VERDADERO;1;4;5
56861;75733;30;2023-01-25 16:35:24.9000000 -06:00;2023/01/25 16:35;575;341;Client 5;8;8;8;8;8;Keira is very good working. Assisted me with shopping;VERDADERO;1;9;5
56860;75732;30;2023-01-25 16:26:08.0133333 -06:00;2023/01/25 16:26;575;341;Client 5;10;10;10;10;10;Keira was awesome in helping me today. Give her a raise;VERDADERO;1;9;5
56859;75731;30;2023-01-25 16:19:04.5966667 -06:00;2023/01/25 16:19;575;341;Client 5;9;9;9;9;9;Keira was very knowledgeable regarding product merchandise and was able to assist my needs. Very friendly. Maybe too friendly, it was nice;VERDADERO;1;9;5
56858;75730;24;2023-01-25 17:09:33.8366667 -05:00;2023/01/25 17:09;156;78;Client 3;10;10;4;7;10;Neutral ;VERDADERO;0;6;5
56857;75729;24;2023-01-25 17:09:20.3966667 -05:00;2023/01/25 17:09;156;83;Client 3;8;8;8;8;9;Neutral ;VERDADERO;1;6;5
56856;75728;36;2023-01-25 17:04:36.5166667 -05:00;2023/01/25 17:04;156;72;Client 3;10;1;3;10;10;Neutral ;VERDADERO;1;6;5
56904;75793;30;2023-01-25 16:00:00.0000000 -06:00;2023/01/25 16:00;575;338;Client 5;9;7;8;8;9;Neutral ;VERDADERO;1;9;5
57173;76198;36;2023-01-25 17:00:00.0000000 -05:00;2023/01/25 17:00;156;281;Client 3;4;2;2;4;4;Neutral ;FALSO;1;3;5
56855;75727;36;2023-01-25 16:58:07.7133333 -05:00;2023/01/25 16:58;156;295;Client 3;9;2;2;10;10;Very clean, well organized, nice helpful staff;VERDADERO;1;6;5
56854;75726;63;2023-01-25 15:42:01.3500000 -06:00;2023/01/25 15:42;598;1366;Client 14;10;10;0;9;9;"Our Server Jennifer has been outstanding!
Every time we have been here. 
We've never had bad service at Client 14";VERDADERO;1;25;7
56853;75725;36;2023-01-25 16:36:41.0100000 -05:00;2023/01/25 16:36;156;294;Client 3;10;2;3;8;8;Neutral ;VERDADERO;1;5;5
56852;75724;36;2023-01-25 15:36:36.4133333 -06:00;2023/01/25 15:36;156;68;Client 3;10;2;3;10;10;Neutral ;VERDADERO;1;4;5
56851;75721;30;2023-01-25 15:13:28.6533333 -06:00;2023/01/25 15:13;575;345;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;8;5
56850;75720;30;2023-01-25 15:12:26.1000000 -06:00;2023/01/25 15:12;575;338;Client 5;10;10;10;10;10;Great place to shop! Super clean and organized with a great selection;VERDADERO;1;9;5
56849;75719;30;2023-01-25 15:08:12.7133333 -06:00;2023/01/25 15:08 (2);575;356;Client 5;8;5;8;7;10;Neutral ;FALSO;1;10;5
56848;75718;30;2023-01-25 15:08:11.2200000 -06:00;2023/01/25 15:08 (1);575;356;Client 5;10;9;9;9;10;Neutral ;VERDADERO;1;10;5
56847;75716;36;2023-01-25 16:04:49.8166667 -05:00;2023/01/25 16:04;156;80;Client 3;5;2;2;9;9;Neutral ;VERDADERO;1;3;5
56846;75715;36;2023-01-25 16:02:49.7566667 -05:00;2023/01/25 16:02;156;285;Client 3;5;2;2;8;10;Neutral ;VERDADERO;1;3;5
56905;75794;36;2023-01-25 16:00:00.0000000 -05:00;2023/01/25 16:00;156;267;Client 3;8;1;2;8;8;Customer service is great, but they need more hired help or maybe another register.;VERDADERO;1;5;5
56907;75800;24;2023-01-25 16:00:00.0000000 -05:00;2023/01/25 16:00;156;80;Client 3;5;8;5;8;9;I like good will it helps me put clothes on my grandkids;VERDADERO;1;3;5
56913;75808;30;2023-01-25 15:00:00.0000000 -06:00;2023/01/25 15:00;575;351;Client 5;10;8;9;9;10;Neutral ;VERDADERO;1;10;5
56845;75711;36;2023-01-25 15:48:50.1100000 -05:00;2023/01/25 15:48;156;277;Client 3;9;2;2;8;10;Neutral ;FALSO;1;3;5
56844;75710;36;2023-01-25 15:43:51.3566667 -05:00;2023/01/25 15:43;156;81;Client 3;6;1;2;7;8;Neutral ;VERDADERO;1;3;5
56843;75709;36;2023-01-25 15:42:41.2533333 -05:00;2023/01/25 15:42;156;281;Client 3;10;1;1;7;7;The prices are way to high;FALSO;1;3;5
56842;75708;39;2023-01-25 15:37:16.4833333 -05:00;2023/01/25 15:37;567;1151;Client 7;10;3;3;5;5;Neutral ;VERDADERO;1;14;5
56841;75707;24;2023-01-25 15:34:08.4400000 -05:00;2023/01/25 15:34;156;287;Client 3;5;10;2;10;5;Neutral ;VERDADERO;0;4;5
56840;75706;39;2023-01-25 15:29:31.8000000 -05:00;2023/01/25 15:29;567;1131;Client 7;7;8;7;6;7;Neutral ;VERDADERO;1;13;5
56839;75705;39;2023-01-25 15:27:35.8966667 -05:00;2023/01/25 15:27;567;1151;Client 7;10;8;7;9;10;Neutral ;VERDADERO;1;14;5
56838;75704;30;2023-01-25 14:24:10.3800000 -06:00;2023/01/25 14:24;575;358;Client 5;10;10;10;10;10;customer service was excellent Daniel was amazing;FALSO;1;10;5
56837;75703;30;2023-01-25 14:20:44.9833333 -06:00;2023/01/25 14:20;575;358;Client 5;10;10;10;10;10;Daniel was very nice and helpful and he also offered me my military discount that I wasn't offered at another location. The music was good too;VERDADERO;0;10;5
56836;75702;30;2023-01-25 14:18:48.3766667 -06:00;2023/01/25 14:18;575;358;Client 5;10;10;10;10;10;Neutral ;FALSO;1;10;5
56835;75701;39;2023-01-25 15:18:08.7200000 -05:00;2023/01/25 15:18;567;1158;Client 7;9;17;9;8;7;Neutral ;VERDADERO;1;17;5
56834;75700;36;2023-01-25 15:16:04.6866667 -05:00;2023/01/25 15:16;156;72;Client 3;9;1;3;8;8;Neutral ;VERDADERO;1;6;5
56833;75699;36;2023-01-25 15:15:02.3666667 -05:00;2023/01/25 15:15;156;281;Client 3;5;2;2;8;7;Neutral ;FALSO;1;3;5
56832;75697;30;2023-01-25 14:08:02.7900000 -06:00;2023/01/25 14:08;575;346;Client 5;10;9;9;9;9;Neutral ;VERDADERO;1;8;5
56831;75696;30;2023-01-25 14:06:07.6666667 -06:00;2023/01/25 14:06;575;351;Client 5;9;9;9;9;9;Neutral ;VERDADERO;1;10;5
56830;75695;36;2023-01-25 15:05:04.1166667 -05:00;2023/01/25 15:05;156;281;Client 3;5;3;3;8;9;Neutral ;VERDADERO;1;3;5
56829;75694;30;2023-01-25 14:03:43.9900000 -06:00;2023/01/25 14:03;575;358;Client 5;9;7;10;9;8;Neutral ;VERDADERO;1;10;5
56828;75693;64;2023-01-25 14:01:22.0866667 -06:00;2023/01/25 14:01;599;1367;Client 1;0;5;7;10;10;Kaitlyn was great.She was very kind and great with all the prizes.;VERDADERO;1;1;4
56827;75692;64;2023-01-25 13:59:29.8766667 -06:00;2023/01/25 13:59 (2);599;1367;Client 1;10;10;10;10;10;Kaitlyn Maniel is a wonderful employee! She was very polite and helpful with our questions we had.;VERDADERO;1;1;4
56826;75691;64;2023-01-25 13:59:13.9033333 -06:00;2023/01/25 13:59 (1);599;1367;Client 1;0;10;10;10;10;Kaitlin is amazing She should get a raise. She was so nice to me when I was there.;VERDADERO;1;1;4
56825;75690;64;2023-01-25 13:58:47.3566667 -06:00;2023/01/25 13:58;599;1367;Client 1;0;10;10;10;10;Neutral ;VERDADERO;1;1;4
56824;75689;30;2023-01-25 13:57:52.4733333 -06:00;2023/01/25 13:57;575;360;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;8;5
56823;75687;36;2023-01-25 14:53:27.9000000 -05:00;2023/01/25 14:53;156;293;Client 3;8;2;3;9;9;Neutral ;VERDADERO;1;6;5
56822;75686;30;2023-01-25 13:47:02.6200000 -06:00;2023/01/25 13:47;575;346;Client 5;10;10;10;10;10;Very good;VERDADERO;1;8;5
56821;75684;30;2023-01-25 13:36:30.8900000 -06:00;2023/01/25 13:36;575;350;Client 5;9;9;9;9;9;Neutral ;FALSO;0;10;5
56820;75682;36;2023-01-25 13:30:24.3166667 -06:00;2023/01/25 13:30;156;251;Client 3;8;2;3;9;10;Wonderful store!! Visit frequently;VERDADERO;1;4;5
56819;75681;30;2023-01-25 13:24:30.7466667 -06:00;2023/01/25 13:24;575;350;Client 5;10;10;10;10;10;Amanda is a great cashier;VERDADERO;1;10;5
56818;75680;40;2023-01-25 14:22:26.6966667 -05:00;2023/01/25 14:22;567;1133;Client 7;8;10;10;10;10;COURTEOUS-HUMBLE AND PROFESSIONAL!;FALSO;0;15;5
56817;75678;36;2023-01-25 14:18:25.8833333 -05:00;2023/01/25 14:18;156;281;Client 3;10;2;2;8;7;Neutral ;VERDADERO;1;3;5
56816;75677;30;2023-01-25 13:15:53.4266667 -06:00;2023/01/25 13:15;575;338;Client 5;10;10;9;10;10;Neutral ;FALSO;1;9;5
56815;75676;63;2023-01-25 13:12:04.9200000 -06:00;2023/01/25 13:12;598;1366;Client 14;10;10;0;10;10;Neutral ;VERDADERO;1;25;7
56814;75675;30;2023-01-25 13:09:01.0500000 -06:00;2023/01/25 13:09;575;341;Client 5;10;10;10;10;10;Yesenia was super nice and helpful.;VERDADERO;1;9;5
56813;75674;36;2023-01-25 14:08:34.2400000 -05:00;2023/01/25 14:08;156;275;Client 3;10;2;2;7;8;Neutral ;FALSO;1;6;5
56812;75672;30;2023-01-25 13:01:31.3200000 -06:00;2023/01/25 13:01;575;341;Client 5;10;10;10;10;10;Neutral ;FALSO;1;9;5
56910;75805;30;2023-01-25 13:00:00.0000000 -06:00;2023/01/25 13:00;575;352;Client 5;9;7;7;8;10;Neutral ;VERDADERO;1;9;5
56888;75772;39;2023-01-25 14:00:00.0000000 -05:00;2023/01/25 14:00;567;1140;Client 7;1;1;5;1;4;One employee there is horrible. I love the deals but hate having to interact with her at this location.;VERDADERO;1;16;5
56811;75670;30;2023-01-25 12:59:26.8966667 -06:00;2023/01/25 12:59;575;352;Client 5;8;7;9;8;8;Neutral ;VERDADERO;1;9;5
56810;75669;39;2023-01-25 13:54:03.9300000 -05:00;2023/01/25 13:54;567;1135;Client 7;1;10;10;10;10;I meant to choose 10 on the first answer not a 1;VERDADERO;1;13;5
56809;75668;39;2023-01-25 13:53:09.2300000 -05:00;2023/01/25 13:53;567;1151;Client 7;8;8;8;8;8;Neutral ;VERDADERO;1;14;5
56807;75666;30;2023-01-25 12:17:22.0566667 -06:00;2023/01/25 12:17;575;357;Client 5;4;7;7;6;4;The store layout is good but I don't like what they are doing trying to make the costumers feel like kids yelling at them and making them go in single file it makes people feel uncomfortable and not want to shop other outlets they put the last tables and people go they don't have to wait for people to say go like a dog;VERDADERO;1;11;5
56806;75665;30;2023-01-25 12:16:36.1933333 -06:00;2023/01/25 12:16;575;352;Client 5;4;7;7;6;5;Neutral ;FALSO;1;9;5
56805;75664;30;2023-01-25 12:15:34.3933333 -06:00;2023/01/25 12:15;575;341;Client 5;10;9;10;10;10;Yesenia was very nice and friendly;VERDADERO;1;9;5
56804;75663;30;2023-01-25 12:14:56.1966667 -06:00;2023/01/25 12:14;575;349;Client 5;4;2;6;4;2;Increased prices will definitely have me thrifting with other stores/shops other than client. There were regular mugs for $10 and old handbags for $40! Absurd prices for items donated.;VERDADERO;1;9;5
56803;75662;30;2023-01-25 12:14:26.6300000 -06:00;2023/01/25 12:14;575;351;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;10;5
56802;75661;30;2023-01-25 12:11:21.8066667 -06:00;2023/01/25 12:11;575;357;Client 5;8;9;7;8;8;I like that at the end of the day they put out lots of shoes #1 and appreciate Dwayne and Marvin that they are professional at their job and are very polite to customers. Thanks for the wonderful day yesterday.;VERDADERO;1;11;5
56801;75660;30;2023-01-25 12:10:27.6333333 -06:00;2023/01/25 12:10;575;352;Client 5;4;7;7;6;4;Neutral ;FALSO;1;9;5
56800;75659;36;2023-01-25 13:06:52.8066667 -05:00;2023/01/25 13:06;156;271;Client 3;8;1;3;10;10;Please label sheet size and make visible.;VERDADERO;1;3;5
56914;75810;36;2023-01-25 13:00:00.0000000 -05:00;2023/01/25 13:00;156;267;Client 3;7;2;2;8;7;Very friendly staff especially cashier Azra;VERDADERO;1;5;5
56908;75801;36;2023-01-25 13:00:00.0000000 -05:00;2023/01/25 13:00;156;70;Client 3;9;1;3;7;9;Cathy continues to be an amazing and helpful worker.  She is always kind and asks about my family and how I'm doing.  She is one of my favorite employees in all of the locations!;VERDADERO;1;5;5
56897;75783;39;2023-01-25 13:00:00.0000000 -05:00;2023/01/25 13:00;567;1132;Client 7;9;8;7;7;8;Great customer service with very pleasant people.;VERDADERO;1;13;5
57041;75984;30;2023-01-25 12:00:00.0000000 -06:00;2023/01/25 12:00;575;344;Client 5;10;8;10;9;10;Neutral ;VERDADERO;1;8;5
56799;75658;36;2023-01-25 12:55:06.2900000 -05:00;2023/01/25 12:55;156;271;Client 3;8;1;2;7;8;If would be moved convenient that the bed sheets had a size on the tag like the clothes do;VERDADERO;1;3;5
56797;75654;40;2023-01-25 12:49:00.9200000 -05:00;2023/01/25 12:49;567;1134;Client 7;8;10;10;10;10;Neutral ;VERDADERO;0;13;5
56796;75653;63;2023-01-25 11:46:24.5566667 -06:00;2023/01/25 11:46;598;1366;Client 14;10;10;10;10;10;Neutral ;FALSO;1;25;7
56795;75651;36;2023-01-25 12:39:06.2666667 -05:00;2023/01/25 12:39;156;80;Client 3;9;1;2;9;10;Neutral ;VERDADERO;0;3;5
56794;75650;39;2023-01-25 12:30:25.5633333 -05:00;2023/01/25 12:30;567;1140;Client 7;6;10;6;4;7;Neutral ;VERDADERO;1;16;5
