siteReportId;conversationId;questionnaireId;dateReceived;dateReceivedDisplay;clientId;locationId;clientName;questionAnswer1;questionAnswer2;questionAnswer3;questionAnswer4;nPSQuestionAnswer;feedbackQuestionAnswer;submitForReward;madeOrIntentToMakePurchase;RegionID;Industry
56793;75649;24;2023-01-25 12:27:33.9166667 -05:00;2023/01/25 12:27;156;78;Client 3;10;10;9;10;10;The guys there was awesome  I'm a female and they did all the lifting  and was sooo pleasant  they took good care of this old lady thanks;VERDADERO;0;6;5
56792;75648;30;2023-01-25 11:20:21.4500000 -06:00;2023/01/25 11:20;575;359;Client 5;10;10;10;10;10;Yadira was very friendly and she always give me excellent service;VERDADERO;1;9;5
56791;75647;39;2023-01-25 12:18:27.5333333 -05:00;2023/01/25 12:18;567;1132;Client 7;3;8;3;2;1;Please organize the home goods shelves, they are and remain a mess. You could sell more items if the items were visible and not heaped up on one another;VERDADERO;1;13;5
56790;75645;36;2023-01-25 11:02:06.7400000 -06:00;2023/01/25 11:02;156;254;Client 3;7;2;2;8;9;Neutral ;VERDADERO;1;4;5
56887;75771;30;2023-01-25 11:00:00.0000000 -06:00;2023/01/25 11:00;575;338;Client 5;7;9;5;7;8;Neutral ;VERDADERO;1;9;5
56789;75643;36;2023-01-25 11:56:33.1533333 -05:00;2023/01/25 11:56;156;271;Client 3;10;2;2;10;9;Neutral ;VERDADERO;1;3;5
56788;75642;30;2023-01-25 10:54:38.8766667 -06:00;2023/01/25 10:54;575;356;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;10;5
56787;75641;30;2023-01-25 10:48:58.3033333 -06:00;2023/01/25 10:48;575;338;Client 5;10;10;10;10;10;young lady named Phoebe is EXCEPTIONAL in her customer service, hard worker and engages with customers young and old. middle aged lady Merella is a good hard worker;VERDADERO;1;9;5
56786;75640;41;2023-01-25 11:46:57.9500000 -05:00;2023/01/25 11:46;579;1189;Client 9;7;7;7;10;10;Spoke will a lady name Tina about a job at Freight Liner in Gaffney! I think she thought I was lieing about being rehired there;VERDADERO;1;19;5
56785;75639;30;2023-01-25 10:44:35.7333333 -06:00;2023/01/25 10:44;575;356;Client 5;8;4;8;7;9;Neutral ;VERDADERO;1;10;5
56783;75637;40;2023-01-25 11:38:38.8166667 -05:00;2023/01/25 11:38;567;1163;Client 7;10;10;10;10;10;Attendant very professional and polite;FALSO;0;17;5
56782;75636;39;2023-01-25 11:12:26.7200000 -05:00;2023/01/25 11:12;567;1161;Client 7;10;10;10;10;10;Neutral ;VERDADERO;1;14;5
56915;75811;30;2023-01-25 10:00:00.0000000 -06:00;2023/01/25 10:00;575;344;Client 5;9;10;10;10;10;Neutral ;VERDADERO;1;8;5
57036;75972;36;2023-01-25 11:00:00.0000000 -05:00;2023/01/25 11:00;156;272;Client 3;9;1;3;3;3;they have rearranged and added additional shelves. the store is too crowded and the aisles are too close together now.;VERDADERO;1;6;5
56781;75634;55;2023-01-25 10:52:33.7000000 -05:00;2023/01/25 10:52;588;312;Client 4;2;2;3;2;9;Charge a flat rate by the pound instead of sorting items like they do in Clarksville IN;FALSO;1;7;5
56780;75633;39;2023-01-25 10:51:17.1000000 -05:00;2023/01/25 10:51;567;1153;Client 7;9;9;8;8;9;Neutral ;VERDADERO;1;17;5
56779;75632;36;2023-01-25 09:37:45.4433333 -06:00;2023/01/25 09:37;156;254;Client 3;8;2;1;8;8;Neutral ;VERDADERO;1;4;5
56777;75630;36;2023-01-25 10:35:50.2300000 -05:00;2023/01/25 10:35;156;71;Client 3;8;3;2;8;8;It would be good marketing to keep the shelf at front of store filled with seasonal items. (There is some effort here, but usually only a handful of things.);VERDADERO;1;5;5
56776;75629;24;2023-01-25 10:22:00.9233333 -05:00;2023/01/25 10:22;156;292;Client 3;8;9;8;8;8;Neutral ;VERDADERO;0;3;5
56775;75628;36;2023-01-25 10:19:39.0033333 -05:00;2023/01/25 10:19;156;295;Client 3;10;1;2;8;10;Neutral ;VERDADERO;1;6;5
56911;75806;36;2023-01-25 10:00:00.0000000 -05:00;2023/01/25 10:00 (1);156;267;Client 3;4;1;3;1;4;Neutral ;VERDADERO;1;5;5
56912;75807;36;2023-01-25 10:00:00.0000000 -05:00;2023/01/25 10:00 (2);156;267;Client 3;10;2;1;5;5;Neutral ;VERDADERO;1;5;5
56909;75802;36;2023-01-25 10:00:00.0000000 -05:00;2023/01/25 10:00;156;76;Client 3;8;2;2;4;8;Neutral ;VERDADERO;1;6;5
56898;75785;39;2023-01-25 10:00:00.0000000 -05:00;2023/01/25 10:00;567;1146;Client 7;9;9;9;9;10;Neutral ;VERDADERO;1;15;5
56773;75624;36;2023-01-25 09:43:58.5600000 -05:00;2023/01/25 09:43;156;282;Client 3;5;2;1;8;7;Patty is the most unfriendly cashier, anyone else would be better. She is the only rude person that works there and shouldn't be allowed to interact with the public.;FALSO;1;3;5
56771;75620;36;2023-01-25 09:19:31.7266667 -05:00;2023/01/25 09:19;156;71;Client 3;10;1;1;4;3;Middletown location has SIGNIFICANTLY raised their prices on ANY and EVERY thing that is name brand or decent. The new prices are way too high. I will not be visiting this location any more, and will visit the others that do not do this. I can buy new things for the same price!!!;VERDADERO;1;5;5
57046;75994;24;2023-01-25 08:00:00.0000000 -05:00;2023/01/25 08:00;156;84;Client 3;8;10;10;10;10;Neutral ;VERDADERO;0;3;5
56763;75605;64;2023-01-24 22:41:51.4900000 -06:00;2023/01/24 22:41;599;1367;Client 1;0;7;10;10;8;Alberto is an excellent bartender and we have come in contact with Adam (manager) and he is very pleasant;FALSO;1;1;4
56762;75604;64;2023-01-24 22:39:26.1833333 -06:00;2023/01/24 22:39;599;1367;Client 1;0;9;9;10;9;Alberto;VERDADERO;1;1;4
56758;75597;36;2023-01-24 21:35:02.1100000 -05:00;2023/01/24 21:35;156;267;Client 3;5;2;2;10;10;Excellent work please continue;VERDADERO;1;5;5
56757;75596;36;2023-01-24 21:29:56.6133333 -05:00;2023/01/24 21:29;156;71;Client 3;8;2;3;6;8;Neutral ;VERDADERO;1;5;5
56756;75595;63;2023-01-24 20:27:59.7266667 -06:00;2023/01/24 20:27;598;1366;Client 14;10;10;0;10;9;"In the past visits managers Kyle and Christina would stop by to check on everything. 
I would like you o see cider boys brought back. I know a lot of people that used to order it and would come back if it would be served again.";VERDADERO;1;25;7
56764;75608;64;2023-01-24 20:00:00.0000000 -06:00;2023/01/24 20:00;599;1367;Client 1;0;8;0;0;9;Alberto;VERDADERO;1;1;4
56774;75626;30;2023-01-24 20:00:00.0000000 -06:00;2023/01/24 20:00;575;341;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;9;5
56755;75593;30;2023-01-24 19:41:37.3166667 -06:00;2023/01/24 19:41;575;352;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
56754;75592;30;2023-01-24 19:36:50.6700000 -06:00;2023/01/24 19:36;575;358;Client 5;10;7;10;9;10;Neutral ;VERDADERO;1;10;5
56753;75591;63;2023-01-24 19:27:51.2866667 -06:00;2023/01/24 19:27;598;1366;Client 14;10;10;0;10;10;I just want to say I love coming to Square Root and we usually in the past would have a manager stop.  Kyle, Kristina we have spoken to in the past.  Ashley, Tyler and Ronda all have superb customer service.  But I miss Kim. And last bring the pizza back;VERDADERO;1;25;7
56752;75590;63;2023-01-24 19:26:04.6500000 -06:00;2023/01/24 19:26;598;1366;Client 14;10;10;0;10;8;Neutral ;VERDADERO;1;25;7
56751;75589;36;2023-01-24 20:23:04.3833333 -05:00;2023/01/24 20:23;156;281;Client 3;10;2;2;4;3;Employees calling vendor friends when they are about to put out items makes me not want to shop or donate.;VERDADERO;1;3;5
56750;75584;36;2023-01-24 19:49:44.1233333 -05:00;2023/01/24 19:49;156;69;Client 3;8;2;2;5;8;If all the employees were on the same page about prices and sections, things will go easier;VERDADERO;1;5;5
56749;75583;30;2023-01-24 18:48:14.0966667 -06:00;2023/01/24 18:48;575;359;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
56748;75581;24;2023-01-24 19:36:34.5600000 -05:00;2023/01/24 19:36;156;271;Client 3;10;10;10;10;10;Neutral ;VERDADERO;1;3;5
56747;75580;63;2023-01-24 18:33:42.2066667 -06:00;2023/01/24 18:33;598;1366;Client 14;10;10;10;10;10;Neutral ;VERDADERO;1;25;7
56745;75578;40;2023-01-24 19:31:28.2400000 -05:00;2023/01/24 19:31;567;1167;Client 7;10;10;10;10;10;Neutral ;VERDADERO;1;14;5
56743;75575;39;2023-01-24 19:26:56.1033333 -05:00;2023/01/24 19:26;567;1149;Client 7;10;9;9;9;10;Neutral ;VERDADERO;1;13;5
56742;75574;36;2023-01-24 19:22:55.6933333 -05:00;2023/01/24 19:22;156;285;Client 3;10;2;1;7;10;Neutral ;VERDADERO;1;3;5
56741;75573;30;2023-01-24 18:22:09.9266667 -06:00;2023/01/24 18:22;575;359;Client 5;10;10;10;10;10;Barbara  friendly and helpful  all the time .;VERDADERO;1;9;5
56740;75572;30;2023-01-24 18:12:07.1266667 -06:00;2023/01/24 18:12;575;359;Client 5;9;8;10;9;9;Barbra;VERDADERO;1;9;5
56739;75571;7;2023-01-24 19:09:08.6566667 -05:00;2023/01/24 19:09;562;309;Client 12;9;10;8;9;9;Neutral ;VERDADERO;1;23;7
56738;75570;30;2023-01-24 18:07:28.2233333 -06:00;2023/01/24 18:07;575;359;Client 5;8;8;8;8;8;Barbara;VERDADERO;1;9;5
56737;75569;36;2023-01-24 19:03:27.0600000 -05:00;2023/01/24 19:03;156;281;Client 3;4;2;3;8;8;Neutral ;VERDADERO;1;3;5
56736;75568;24;2023-01-24 18:03:12.0700000 -06:00;2023/01/24 18:03;156;68;Client 3;10;10;10;10;10;The store was very organized. Found a couple of items, very pleased with my purchase.;FALSO;1;4;5
56735;75567;24;2023-01-24 19:02:10.5566667 -05:00;2023/01/24 19:02;156;279;Client 3;10;10;10;10;10;I love the client I go every week.;VERDADERO;1;3;5
57039;75977;39;2023-01-24 19:00:00.0000000 -05:00;2023/01/24 19:00;567;1135;Client 7;8;2;7;7;8;More employees putting out merchandise.  Shelves were bare;VERDADERO;1;13;5
57034;75969;30;2023-01-24 18:00:00.0000000 -06:00;2023/01/24 18:00;575;349;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
56734;75565;30;2023-01-24 17:51:27.6566667 -06:00;2023/01/24 17:51;575;356;Client 5;10;7;7;8;7;Sydney was very helpful finding the item behind the glass I had asked to be held at the front when I was ready to check out;VERDADERO;1;10;5
56733;75564;24;2023-01-24 18:41:21.9366667 -05:00;2023/01/24 18:41;156;76;Client 3;10;10;8;8;10;Neutral ;FALSO;0;6;5
56732;75562;24;2023-01-24 17:23:49.1066667 -06:00;2023/01/24 17:23;156;66;Client 3;10;10;10;10;10;Gregory was very friendly and helpful!!!;VERDADERO;0;4;5
56731;75561;36;2023-01-24 18:20:02.4633333 -05:00;2023/01/24 18:20;156;263;Client 3;9;2;2;9;10;Neutral ;VERDADERO;1;5;5
56730;75560;39;2023-01-24 18:08:31.7333333 -05:00;2023/01/24 18:08;567;1132;Client 7;9;9;9;9;8;Neutral ;FALSO;1;13;5
56728;75557;63;2023-01-24 17:04:56.5666667 -06:00;2023/01/24 17:04;598;1366;Client 14;10;10;0;9;9;Bigger print on menu ??;VERDADERO;1;25;7
56727;75556;63;2023-01-24 17:02:50.1133333 -06:00;2023/01/24 17:02;598;1366;Client 14;10;10;0;10;10;Neutral ;VERDADERO;1;26;7
56726;75555;39;2023-01-24 17:50:56.1600000 -05:00;2023/01/24 17:50;567;1141;Client 7;8;4;4;4;3;I'm really not enjoying the fact that prices have gone up. Not understanding why prices have gone up dramatically.;FALSO;1;15;5
56725;75554;36;2023-01-24 17:47:11.7500000 -05:00;2023/01/24 17:47;156;286;Client 3;8;2;2;8;10;Neutral ;VERDADERO;1;3;5
56724;75552;30;2023-01-24 16:45:41.6733333 -06:00;2023/01/24 16:45;575;355;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;10;5
56723;75550;36;2023-01-24 17:43:46.0100000 -05:00;2023/01/24 17:43;156;82;Client 3;6;2;2;6;6;Neutral ;VERDADERO;1;6;5
56722;75549;30;2023-01-24 16:34:58.6933333 -06:00;2023/01/24 16:34;575;346;Client 5;10;8;9;9;10;Neutral ;VERDADERO;1;8;5
56720;75546;36;2023-01-24 17:30:22.4200000 -05:00;2023/01/24 17:30;156;281;Client 3;4;1;2;7;8;The price point for our location is a steep. For the demographic of our area the people who shop at your store they more than likely are not going to be able to afford your price tag;VERDADERO;1;3;5
56719;75544;30;2023-01-24 16:27:20.7133333 -06:00;2023/01/24 16:27;575;349;Client 5;8;8;9;8;10;Neutral ;VERDADERO;1;9;5
56718;75543;36;2023-01-24 17:24:56.8666667 -05:00;2023/01/24 17:24;156;258;Client 3;10;2;1;9;8;Neutral ;VERDADERO;1;6;5
56716;75541;60;2023-01-24 16:05:07.2800000 -06:00;2023/01/24 16:05;596;1364;Client 2;0;3;10;4;7;Neutral ;VERDADERO;1;2;4
56721;75548;39;2023-01-24 17:03:53.3933333 -05:00;2023/01/24 17:03;567;1151;Client 7;10;10;10;10;10;Great store love to shop here;FALSO;1;14;5
56715;75538;39;2023-01-24 17:02:11.2066667 -05:00;2023/01/24 17:02;567;1154;Client 7;10;10;9;10;9;Neutral ;VERDADERO;1;17;5
56714;75537;30;2023-01-24 16:01:39.3800000 -06:00;2023/01/24 16:01;575;359;Client 5;10;10;10;10;10;The cashier yadira was very helpulf;VERDADERO;1;9;5
56759;75599;30;2023-01-24 16:00:00.0000000 -06:00;2023/01/24 16:00;575;350;Client 5;10;10;10;10;10;Yes;FALSO;1;10;5
57030;75965;36;2023-01-24 17:00:00.0000000 -05:00;2023/01/24 17:00;156;281;Client 3;7;2;2;9;10;Neutral ;FALSO;1;3;5
56712;75535;24;2023-01-24 16:53:34.1166667 -05:00;2023/01/24 16:53;156;287;Client 3;7;8;9;9;8;Neutral ;FALSO;0;4;5
56710;75533;36;2023-01-24 16:52:54.8066667 -05:00;2023/01/24 16:52;156;263;Client 3;8;1;2;10;10;Clothing is too expensive for poor people. Not me, but feel sorry for the ones who are.;VERDADERO;1;5;5
56709;75531;36;2023-01-24 16:50:43.7566667 -05:00;2023/01/24 16:50;156;257;Client 3;8;2;2;6;9;Neutral ;VERDADERO;1;5;5
56708;75530;36;2023-01-24 16:49:32.9700000 -05:00;2023/01/24 16:49;156;281;Client 3;10;2;1;7;7;Need a bigger store everything is to crowded together no room for anything;VERDADERO;1;3;5
56707;75528;30;2023-01-24 15:40:39.1633333 -06:00;2023/01/24 15:40;575;352;Client 5;10;6;8;8;10;Neutral ;VERDADERO;1;9;5
56705;75525;30;2023-01-24 15:28:01.5266667 -06:00;2023/01/24 15:28;575;340;Client 5;10;7;9;9;10;Neutral ;FALSO;1;9;5
56704;75524;36;2023-01-24 16:23:43.8866667 -05:00;2023/01/24 16:23;156;72;Client 3;1;3;2;10;10;Do not leave knives in the hands of customers;FALSO;1;6;5
56703;75523;36;2023-01-24 15:23:40.7866667 -06:00;2023/01/24 15:23;156;67;Client 3;8;2;2;8;8;Neutral ;FALSO;0;4;5
56702;75521;36;2023-01-24 16:07:51.4266667 -05:00;2023/01/24 16:07;156;266;Client 3;8;2;3;9;8;The price for tshirts is based on whether it is 100% cotton.  Sometimes light tshirts are less than 100% and we were told they are priced at the regular shirt price.  Sounds a bit crazy to us.;VERDADERO;1;5;5
56701;75520;39;2023-01-24 16:07:09.3266667 -05:00;2023/01/24 16:07;567;1151;Client 7;8;9;8;7;8;Neutral ;VERDADERO;1;14;5
56772;75623;30;2023-01-24 15:00:00.0000000 -06:00;2023/01/24 15:00;575;343;Client 5;10;10;10;10;10;I love the prices and the employees are always welcoming , Daniel in this store is always asking if we need any help with anything I like that.;VERDADERO;1;8;5
56765;75609;36;2023-01-24 16:00:00.0000000 -05:00;2023/01/24 16:00;156;257;Client 3;4;3;3;8;10;Neutral ;VERDADERO;1;5;5
56700;75519;24;2023-01-24 15:46:35.5233333 -05:00;2023/01/24 15:46;156;281;Client 3;10;10;7;10;10;The lady who usually greets me at the donation door is the sweetest! The others who work the door are very personable as well.;VERDADERO;0;3;5
56699;75517;24;2023-01-24 15:44:58.3366667 -05:00;2023/01/24 15:44;156;266;Client 3;10;18;1;10;9;Neutral ;VERDADERO;0;5;5
56698;75516;30;2023-01-24 14:42:01.0866667 -06:00;2023/01/24 14:42;575;351;Client 5;10;9;9;9;9;Neutral ;VERDADERO;1;10;5
56697;75515;36;2023-01-24 15:39:31.7533333 -05:00;2023/01/24 15:39 (2);156;257;Client 3;10;3;1;3;4;Neutral ;VERDADERO;1;5;5
56696;75514;36;2023-01-24 15:39:26.8166667 -05:00;2023/01/24 15:39 (1);156;257;Client 3;10;3;1;3;4;Neutral ;VERDADERO;1;5;5
56695;75512;36;2023-01-24 15:32:07.2300000 -05:00;2023/01/24 15:32;156;270;Client 3;10;2;3;9;10;Hailey H was my cashier today and she was super nice, friendly, and helpful. She was quick and efficient! Always nice cashiers at this location. Music was also a good choice today at this location.;VERDADERO;0;3;5
56694;75510;36;2023-01-24 15:31:32.5800000 -05:00;2023/01/24 15:31;156;295;Client 3;6;2;2;8;10;Neutral ;VERDADERO;1;6;5
56693;75508;30;2023-01-24 14:18:11.6266667 -06:00;2023/01/24 14:18;575;346;Client 5;8;8;9;8;10;Neutral ;VERDADERO;1;8;5
56692;75507;63;2023-01-24 14:16:50.4966667 -06:00;2023/01/24 14:16 (2);598;1366;Client 14;10;0;0;10;9;Neutral ;FALSO;1;25;7
56691;75506;63;2023-01-24 14:16:16.3000000 -06:00;2023/01/24 14:16 (1);598;1366;Client 14;10;10;0;10;10;Jennifer was a great server today. Food was delivered fresh - and was tasty. (Also the text says $50 gift card but the table sign reads $100 for the random drawing.);VERDADERO;1;25;7
56690;75505;63;2023-01-24 14:15:29.4700000 -06:00;2023/01/24 14:15;598;1366;Client 14;10;10;0;7;9;Neutral ;VERDADERO;1;25;7
56689;75504;36;2023-01-24 15:02:16.8833333 -05:00;2023/01/24 15:02;156;73;Client 3;6;2;2;5;10;Neutral ;FALSO;1;4;5
56767;75613;24;2023-01-24 14:00:00.0000000 -06:00;2023/01/24 14:00;156;251;Client 3;10;10;10;10;10;Neutral ;FALSO;0;4;5
56688;75503;36;2023-01-24 14:59:16.4933333 -05:00;2023/01/24 14:59;156;289;Client 3;3;2;2;3;3;Neutral ;VERDADERO;1;3;5
56687;75502;36;2023-01-24 14:52:31.7200000 -05:00;2023/01/24 14:52;156;287;Client 3;9;2;1;5;5;Neutral ;FALSO;1;4;5
56686;75501;40;2023-01-24 14:49:28.0533333 -05:00;2023/01/24 14:49;567;1132;Client 7;8;8;10;10;9;Jerry was helpful and nice;VERDADERO;0;13;5
56685;75500;41;2023-01-24 14:46:50.3100000 -05:00;2023/01/24 14:46;579;1192;Client 9;10;10;10;10;10;Neutral ;VERDADERO;1;19;5
56684;75499;30;2023-01-24 13:41:48.8200000 -06:00;2023/01/24 13:41;575;354;Client 5;10;7;8;8;8;Neutral ;FALSO;1;10;5
56683;75497;63;2023-01-24 13:32:30.1366667 -06:00;2023/01/24 13:32;598;1366;Client 14;10;0;0;10;10;Jennifer was an excellent and very attentive server.  Food was excellent!;VERDADERO;1;25;7
56682;75494;36;2023-01-24 14:20:43.1900000 -05:00;2023/01/24 14:20;156;267;Client 3;9;1;2;8;8;Neutral ;VERDADERO;1;5;5
56681;75493;24;2023-01-24 14:19:04.5233333 -05:00;2023/01/24 14:19;156;265;Client 3;9;10;10;10;10;Neutral ;VERDADERO;0;5;5
56680;75492;36;2023-01-24 13:16:07.2066667 -06:00;2023/01/24 13:16;156;67;Client 3;10;2;2;8;8;Some of the client  prices are too high!!  Needs to be lowered back to what it used to be!;FALSO;1;4;5
56679;75491;30;2023-01-24 13:16:03.2366667 -06:00;2023/01/24 13:16;575;350;Client 5;8;9;8;8;8;Neutral ;FALSO;1;10;5
56678;75490;36;2023-01-24 14:13:34.4200000 -05:00;2023/01/24 14:13;156;286;Client 3;4;2;2;5;10;Neutral ;VERDADERO;1;3;5
56677;75489;40;2023-01-24 14:12:49.0766667 -05:00;2023/01/24 14:12;567;1180;Client 7;10;10;10;10;10;Neutral ;VERDADERO;0;15;5
56676;75488;30;2023-01-24 13:10:10.1366667 -06:00;2023/01/24 13:10;575;342;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;8;5
56902;75790;39;2023-01-24 14:00:00.0000000 -05:00;2023/01/24 14:00;567;1144;Client 7;1;6;8;4;1;"Someone at your location removed the ""sold"" sticker from the item I purchased and the store resold the item I had already purchased, they stole from me. Fix this issue.";VERDADERO;1;15;5
56761;75601;36;2023-01-24 14:00:00.0000000 -05:00;2023/01/24 14:00;156;76;Client 3;5;2;3;10;10;Neutral ;VERDADERO;1;6;5
56674;75486;30;2023-01-24 12:58:21.0033333 -06:00;2023/01/24 12:58;575;346;Client 5;7;8;9;8;10;Neutral ;VERDADERO;1;8;5
56673;75485;36;2023-01-24 13:57:40.2166667 -05:00;2023/01/24 13:57;156;80;Client 3;7;1;3;6;8;Neutral ;VERDADERO;1;3;5
56672;75482;36;2023-01-24 13:53:56.5800000 -05:00;2023/01/24 13:53;156;267;Client 3;10;3;3;10;10;Neutral ;FALSO;1;5;5
56671;75480;36;2023-01-24 13:52:58.6033333 -05:00;2023/01/24 13:52;156;71;Client 3;9;2;3;7;10;Neutral ;VERDADERO;1;5;5
56670;75479;55;2023-01-24 13:52:44.1466667 -05:00;2023/01/24 13:52;588;312;Client 4;3;2;1;2;7;Neutral ;FALSO;1;7;5
56669;75475;30;2023-01-24 12:40:10.7033333 -06:00;2023/01/24 12:40;575;340;Client 5;10;9;10;10;10;Neutral ;VERDADERO;1;9;5
56668;75474;63;2023-01-24 12:39:15.4533333 -06:00;2023/01/24 12:39;598;1366;Client 14;10;10;10;10;10;Neutral ;VERDADERO;1;25;7
56667;75473;63;2023-01-24 12:37:51.6666667 -06:00;2023/01/24 12:37;598;1366;Client 14;10;0;10;10;10;Neutral ;VERDADERO;1;25;7
56666;75472;30;2023-01-24 12:30:55.8066667 -06:00;2023/01/24 12:30;575;359;Client 5;10;9;10;10;10;Neutral ;FALSO;0;9;5
56665;75471;36;2023-01-24 13:29:28.6200000 -05:00;2023/01/24 13:29;156;84;Client 3;4;1;3;5;8;Neutral ;VERDADERO;1;3;5
56663;75468;30;2023-01-24 12:19:56.3233333 -06:00;2023/01/24 12:19;575;340;Client 5;10;9;10;10;10;Good Store;VERDADERO;1;9;5
56661;75465;36;2023-01-24 13:08:04.7100000 -05:00;2023/01/24 13:08;156;293;Client 3;10;2;3;10;6;Your prices have increased dramatically and for used/second handed clothes I think you could do much better. Thank you.;VERDADERO;1;6;5
57037;75973;30;2023-01-24 12:00:00.0000000 -06:00;2023/01/24 12:00;575;338;Client 5;10;8;10;9;9;Neutral ;VERDADERO;1;9;5
56766;75611;36;2023-01-24 13:00:00.0000000 -05:00;2023/01/24 13:00;156;281;Client 3;10;2;3;10;10;Neutral ;FALSO;1;3;5
56768;75616;36;2023-01-24 13:00:00.0000000 -05:00;2023/01/24 13:00;156;78;Client 3;8;2;2;5;8;Pricing shouldn't be so high considering it's all donated . Just be more reasonable;VERDADERO;0;6;5
56778;75631;30;2023-01-24 12:00:00.0000000 -06:00;2023/01/24 12:00;575;346;Client 5;9;10;9;9;10;Neutral ;VERDADERO;1;8;5
56660;75464;24;2023-01-24 11:56:54.8966667 -06:00;2023/01/24 11:56;156;67;Client 3;10;10;10;10;10;Organize clothing in size and if possible color.;VERDADERO;0;4;5
56659;75463;30;2023-01-24 11:56:04.9200000 -06:00;2023/01/24 11:56;575;351;Client 5;8;8;7;8;8;Neutral ;VERDADERO;1;10;5
56658;75462;30;2023-01-24 11:56:02.2200000 -06:00;2023/01/24 11:56;575;345;Client 5;9;9;7;8;9;Neutral ;VERDADERO;1;8;5
56657;75461;30;2023-01-24 11:52:49.6233333 -06:00;2023/01/24 11:52;575;338;Client 5;10;8;10;9;10;Angelica is an excellent store rep, she is friendly and makes customers feel welcome. I always have a great experience shopping at this location because of her and store manager Donald.;VERDADERO;1;9;5
56656;75460;30;2023-01-24 11:51:35.4566667 -06:00;2023/01/24 11:51 (2);575;339;Client 5;10;10;10;10;10;Neutral ;VERDADERO;1;9;5
56655;75459;30;2023-01-24 11:51:11.8566667 -06:00;2023/01/24 11:51 (1);575;339;Client 5;10;10;10;10;10;They have good deals;VERDADERO;1;9;5
56654;75458;30;2023-01-24 11:50:12.2933333 -06:00;2023/01/24 11:50;575;339;Client 5;10;10;9;10;10;Neutral ;VERDADERO;1;9;5
